Card,Quantity,Pilot,Archetype,Event,Date Posted,Main/Sideboard,Mana Value,Mana Cost,Colours,Most Recent Printing,Card Text,Type Line,Price EUR,Price USD,Rarity
Blightstep Pathway,4,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2023-05-08,,Land // Land,,2.95,rare
Dreadbore,1,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{B}{R},"['B', 'R']",2017-06-16,Destroy target creature or planeswalker.,Sorcery,3.5,3.6,rare
Hive of the Eye Tyrant,2,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2021-07-23,"If you control two or more other lands, Hive of the Eye Tyrant enters the battlefield tapped.
{T}: Add {B}.
{3}{B}: Until end of turn, Hive of the Eye Tyrant becomes a 3/3 black Beholder creature with menace and ""Whenever this creature attacks, exile target card from defending player's graveyard."" It's still a land.",Land,7.25,3.88,rare
Go for the Throat,1,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{B},['B'],2023-04-21,Destroy target nonartifact creature.,Instant,0.23,0.26,uncommon
Fable of the Mirror-Breaker,4,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{2}{R},['R'],2022-02-18,,Enchantment — Saga // Enchantment Creature — Goblin Shaman,27.45,22.15,rare
Bloodtithe Harvester,4,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{B}{R},"['B', 'R']",2021-11-19,"When Bloodtithe Harvester enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
{T}, Sacrifice Bloodtithe Harvester: Target creature gets -X/-X until end of turn, where X is twice the number of Blood tokens you control. Activate only as a sorcery.",Creature — Vampire,0.31,0.3,uncommon
Fatal Push,4,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{B},['B'],2020-08-07,"Destroy target creature if it has mana value 2 or less.
Revolt — Destroy that creature if it has mana value 4 or less instead if a permanent you controlled left the battlefield this turn.",Instant,1.4,2.0,uncommon
Haunted Ridge,4,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2021-09-24,"Haunted Ridge enters the battlefield tapped unless you control two or more other lands.
{T}: Add {B} or {R}.",Land,14.93,10.6,rare
Blood Crypt,4,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2019-01-25,"({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land — Swamp Mountain,16.81,16.75,rare
Kolaghan's Command,1,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{1}{B}{R},"['B', 'R']",2022-07-08,"Choose two —
• Return target creature card from your graveyard to your hand.
• Target player discards a card.
• Destroy target artifact.
• Kolaghan's Command deals 2 damage to any target.",Instant,3.37,1.6,rare
Liliana of the Veil,2,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{1}{B}{B},['B'],2022-09-09,"+1: Each player discards a card.
−2: Target player sacrifices a creature.
−6: Separate all permanents target player controls into two piles. That player sacrifices all permanents in the pile of their choice.",Legendary Planeswalker — Liliana,22.0,13.75,mythic
Extinction Event,2,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,4.0,{3}{B},['B'],2020-04-24,Choose odd or even. Exile each creature with mana value of the chosen quality. (Zero is even.),Sorcery,1.43,1.27,rare
Noxious Grasp,2,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{1}{B},['B'],2019-07-12,Destroy target creature or planeswalker that's green or white. You gain 1 life.,Instant,0.11,0.17,uncommon
Misery's Shadow,2,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{1}{B},['B'],2022-11-18,"If a creature an opponent controls would die, exile it instead.
{1}: Misery's Shadow gets +1/+1 until end of turn.",Creature — Shade,1.55,0.79,rare
Duress,2,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,1.0,{B},['B'],2023-02-03,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",Sorcery,0.13,0.03,common
Ratchet Bomb,1,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2020-08-07,"{T}: Put a charge counter on Ratchet Bomb.
{T}, Sacrifice Ratchet Bomb: Destroy each nonland permanent with mana value equal to the number of charge counters on Ratchet Bomb.",Artifact,0.5,1.35,rare
Hidetsugu Consumes All,1,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{1}{B}{R},"['B', 'R']",2022-02-18,,Enchantment — Saga // Enchantment Creature — Ogre Shaman,4.29,2.29,mythic
Unlicensed Hearse,2,Pilot 32,Rakdos Midrange,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2022-04-29,"{T}: Exile up to two target cards from a single graveyard.
Unlicensed Hearse's power and toughness are each equal to the number of cards exiled with it.
Crew 2",Artifact — Vehicle,12.23,5.31,rare
Ossification,2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,7.0,{5}{G}{G},['G'],2020-04-24,"Enchant creature
When Colossification enters the battlefield, tap enchanted creature.
Enchanted creature gets +20/+20.",Enchantment — Aura,0.75,1.06,rare
"Eiganjo, Seat of the Empire",2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2022-02-18,"{T}: Add {W}.
Channel — {2}{W}, Discard Eiganjo, Seat of the Empire: It deals 4 damage to target attacking or blocking creature. This ability costs {1} less to activate for each legendary creature you control.",Legendary Land,7.95,5.32,rare
"Kytheon, Hero of Akros  a",1,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{W},['W'],2023-05-08,,Legendary Creature — Human Soldier // Legendary Planeswalker — Gideon,,4.95,mythic
"Adeline, Resplendent Cathar",3,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{1}{W}{W},['W'],2023-04-21,"Vigilance
Adeline, Resplendent Cathar's power is equal to the number of creatures you control.
Whenever you attack, for each opponent, create a 1/1 white Human creature token that's tapped and attacking that player or a planeswalker they control.",Legendary Creature — Human Knight,7.18,10.22,rare
Dauntless Bodyguard,3,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{W},['W'],2018-04-27,"As Dauntless Bodyguard enters the battlefield, choose another creature you control.
Sacrifice Dauntless Bodyguard: The chosen creature gains indestructible until end of turn.",Creature — Human Knight,0.21,0.22,uncommon
Brutal Cathar,3,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{2}{W},['W'],2021-09-24,,Creature — Human Soldier Werewolf // Creature — Werewolf,6.93,3.62,rare
Recruitment Officer,4,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{W},['W'],2022-11-18,{3}{W}: Look at the top four cards of your library. You may reveal a creature card with mana value 3 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,Creature — Human Soldier,0.29,0.27,uncommon
Mutavault,4,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2022-06-10,"{T}: Add {C}.
{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.",Land,9.03,7.24,rare
"Thalia, Guardian of Thraben",4,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{W},['W'],2021-11-19,"First strike
Noncreature spells cost {1} more to cast.",Legendary Creature — Human Soldier,0.56,0.33,rare
Knight-Errant of Eos,2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,5.0,{4}{W},['W'],2023-04-21,"Convoke
When Knight-Errant of Eos enters the battlefield, look at the top six cards of your library. You may reveal up to two creature cards with mana value X or less from among them, where X is the number of creatures that convoked Knight-Errant of Eos. Put the revealed cards into your hand, then shuffle.",Creature — Human Knight,3.6,1.86,rare
Hopeful Initiate,3,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{W},['W'],2021-11-19,"Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)
{2}{W}, Remove two +1/+1 counters from among creatures you control: Destroy target artifact or enchantment.",Creature — Human Warlock,6.26,4.92,rare
Thalia's Lieutenant,4,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{W},['W'],2020-04-17,"When Thalia's Lieutenant enters the battlefield, put a +1/+1 counter on each other Human you control.
Whenever another Human enters the battlefield under your control, put a +1/+1 counter on Thalia's Lieutenant.",Creature — Human Soldier,1.08,0.84,rare
Coppercoat Vanguard,4,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{W},['W'],2023-05-12,"Each other Human you control gets +1/+0 and has ward {1}. (Whenever it becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)",Creature — Human Soldier,0.43,0.5,uncommon
Giant Killer,1,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{W},['W'],2019-10-04,,Creature — Human Peasant // Instant — Adventure,0.24,0.22,rare
Brave the Elements,2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{W},['W'],2014-11-07,Choose a color. White creatures you control gain protection from the chosen color until end of turn.,Instant,1.2,1.6,uncommon
 Plains,1,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{W},['W'],2016-04-08,You gain 5 life.,Sorcery,0.1,0.09,common
"Thalia, Heretic Cathar",2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{2}{W},['W'],2016-07-22,"First strike
Creatures and nonbasic lands your opponents control enter the battlefield tapped.",Legendary Creature — Human Soldier,3.82,5.48,rare
Wedding Announcement,3,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{2}{W},['W'],2021-11-19,,Enchantment // Enchantment,21.07,12.85,rare
Cathar Commando,2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{1}{W},['W'],2021-09-24,"Flash
{1}, Sacrifice Cathar Commando: Destroy target artifact or enchantment.",Creature — Human Soldier,0.16,0.35,common
Knight-Errant of Eos,1,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Sideboard,5.0,{4}{W},['W'],2023-04-21,"Convoke
When Knight-Errant of Eos enters the battlefield, look at the top six cards of your library. You may reveal up to two creature cards with mana value X or less from among them, where X is the number of creatures that convoked Knight-Errant of Eos. Put the revealed cards into your hand, then shuffle.",Creature — Human Knight,3.6,1.86,rare
Invasion of Gobakhan,2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{1}{W},['W'],2023-04-21,,Battle — Siege // Enchantment,6.97,6.99,rare
Destroy Evil,2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{1}{W},['W'],2022-09-09,"Choose one —
• Destroy target creature with toughness 4 or greater.
• Destroy target enchantment.",Instant,0.29,0.31,common
Portable Hole,3,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Sideboard,1.0,{W},['W'],2021-07-23,"When Portable Hole enters the battlefield, exile target nonland permanent an opponent controls with mana value 2 or less until Portable Hole leaves the battlefield.",Artifact,1.24,0.69,uncommon
Divine Smite,2,Pilot 33,Mono-White Humans,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{1}{W},['W'],2021-07-23,"Target creature or planeswalker an opponent controls phases out. If that permanent is black, exile it instead. (If it phases out, treat it and anything attached to it as though they don't exist until its controller's next turn.)",Instant,0.14,0.12,uncommon
Fable of the Mirror-Breaker,4,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{2}{R},['R'],2022-02-18,,Enchantment — Saga // Enchantment Creature — Goblin Shaman,27.45,22.15,rare
Mountain,2,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{R},['R'],2008-10-03,Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),Creature — Goblin Scout,0.05,0.08,common
Island,1,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2023-10-13,({T}: Add {U}.),Basic Land — Island,,,common
Indomitable Creativity,4,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{X}{R}{R}{R},['R'],2017-01-20,"Destroy X target artifacts and/or creatures. For each permanent destroyed this way, its controller reveals cards from the top of their library until an artifact or creature card is revealed and exiles that card. Those players put the exiled cards onto the battlefield, then shuffle.",Sorcery,37.81,29.4,mythic
Prismari Command,2,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{1}{U}{R},"['R', 'U']",2021-04-23,"Choose two —
• Prismari Command deals 2 damage to any target.
• Target player draws two cards, then discards two cards.
• Target player creates a Treasure token.
• Destroy target artifact.",Instant,4.74,3.4,rare
Stormcarved Coast,3,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2021-11-19,"Stormcarved Coast enters the battlefield tapped unless you control two or more other lands.
{T}: Add {U} or {R}.",Land,14.7,12.81,rare
Fading Hope,1,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{U},['U'],2021-09-24,"Return target creature to its owner's hand. If its mana value was 3 or less, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",Instant,1.45,1.01,uncommon
Torrential Gearhulk,3,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,6.0,{4}{U}{U},['U'],2016-09-30,"Flash
When Torrential Gearhulk enters the battlefield, you may cast target instant card from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",Artifact Creature — Construct,1.89,2.23,mythic
Divide by Zero,3,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{2}{U},['U'],2021-04-23,"Return target spell or permanent with mana value 1 or greater to its owner's hand.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",Instant,0.07,0.17,uncommon
Hall of Storm Giants,1,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2021-07-23,"If you control two or more other lands, Hall of Storm Giants enters the battlefield tapped.
{T}: Add {U}.
{5}{U}: Until end of turn, Hall of Storm Giants becomes a 7/7 blue Giant creature with ward {3}. It's still a land. (Whenever it becomes the target of a spell or ability an opponent controls, counter it unless that player pays {3}.)",Land,3.97,1.87,rare
Mutavault,2,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2022-06-10,"{T}: Add {C}.
{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.",Land,9.03,7.24,rare
Fiery Impulse,4,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{R},['R'],2015-07-17,"Fiery Impulse deals 2 damage to target creature.
Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard, Fiery Impulse deals 3 damage instead.",Instant,0.39,0.38,common
Make Disappear,4,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{U},['U'],2022-04-29,"Casualty 1 (As you cast this spell, you may sacrifice a creature with power 1 or greater. When you do, copy this spell and you may choose a new target for the copy.)
Counter target spell unless its controller pays {2}.",Instant,0.4,0.56,common
Spirebluff Canal,2,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2016-09-30,"Spirebluff Canal enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {U} or {R}.",Land,18.1,14.41,rare
Spell Pierce,1,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{U},['U'],2022-07-08,Counter target noncreature spell unless its controller pays {2}.,Instant,0.09,0.21,common
Riverglide Pathway,4,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2023-05-08,,Land // Land,,4.76,rare
Volcanic Spite,1,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{R},['R'],2023-04-21,"Volcanic Spite deals 3 damage to target creature, planeswalker, or battle. You may put a card from your hand on the bottom of your library. If you do, draw a card.",Instant,0.22,0.15,common
Shivan Reef,3,Pilot 34,Izzet Creativity,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2022-09-09,"{T}: Add {C}.
{T}: Add {U} or {R}. Shivan Reef deals 1 damage to you.",Land,0.91,0.7,rare
